Data type,Graph ID,Triple ID,Prompt text,Triple text,Target,Location in text,Decision,Comment on decision,Extra hallucinations
prompts_counterfactual,15,statement3,"The Catholic monk and bishop Kofi Annan, who was born in 1139 and belonged to the New Jedi Order, died in Strasbourg in 1544.",Kofi Annan / Date of birth / 1139,1139,58,p,,
prompts_counterfactual,15,statement5,"The Catholic monk and bishop Kofi Annan, who was born in 1139 and belonged to the New Jedi Order, died in Strasbourg in 1544.",Kofi Annan / Religious order / New Jedi Order,New Jedi Order,83,p,,
prompts_counterfactual,15,statement0,"The Catholic monk and bishop Kofi Annan, who was born in 1139 and belonged to the New Jedi Order, died in Strasbourg in 1544.",Kofi Annan / Place of death / Strasbourg,Strasbourg,107,p,,
prompts_counterfactual,15,statement6,"The Catholic monk and bishop Kofi Annan, who was born in 1139 and belonged to the New Jedi Order, died in Strasbourg in 1544.",Kofi Annan / Date of death / 1544,1544,121,p,,
prompts_counterfactual,15,statement2,"The Catholic monk and bishop Kofi Annan, who was born in 1139 and belonged to the New Jedi Order, died in Strasbourg in 1544.",Kofi Annan / Religion or worldview / Catholicism,Catholicism,#VALUE!,p,,
prompts_counterfactual,16,statement0,"William Hamilton, who was born in the year 217 BCE and had Margot Sponer as his father, had Tacy Kneale as a sibling, was depicted by the Diptych of Federico da Montefeltro and Battista Sforza, and died on September 1st, 1895 in Eeklo, after the end of his work period on October 30th, 1821.",William Hamilton / Date of birth / 217 BCE,217 BCE,44,p,,
prompts_counterfactual,16,statement6,"William Hamilton, who was born in the year 217 BCE and had Margot Sponer as his father, had Tacy Kneale as a sibling, was depicted by the Diptych of Federico da Montefeltro and Battista Sforza, and died on September 1st, 1895 in Eeklo, after the end of his work period on October 30th, 1821.",William Hamilton / Has father / Margot Sponer,Margot Sponer,60,p,,
prompts_counterfactual,16,statement4,"William Hamilton, who was born in the year 217 BCE and had Margot Sponer as his father, had Tacy Kneale as a sibling, was depicted by the Diptych of Federico da Montefeltro and Battista Sforza, and died on September 1st, 1895 in Eeklo, after the end of his work period on October 30th, 1821.",William Hamilton / Sibling / Tacy Kneale,Tacy Kneale,93,p,,
prompts_counterfactual,16,statement5,"William Hamilton, who was born in the year 217 BCE and had Margot Sponer as his father, had Tacy Kneale as a sibling, was depicted by the Diptych of Federico da Montefeltro and Battista Sforza, and died on September 1st, 1895 in Eeklo, after the end of his work period on October 30th, 1821.",William Hamilton / Depicted by / Diptych of Federico da Montefeltro and Battista Sforza,Diptych of Federico da Montefeltro and Battista Sforza,139,p,,
prompts_counterfactual,16,statement1,"William Hamilton, who was born in the year 217 BCE and had Margot Sponer as his father, had Tacy Kneale as a sibling, was depicted by the Diptych of Federico da Montefeltro and Battista Sforza, and died on September 1st, 1895 in Eeklo, after the end of his work period on October 30th, 1821.","William Hamilton / Date of death / September 1st, 1895","September 1st, 1895",207,p,,
prompts_counterfactual,16,statement3,"William Hamilton, who was born in the year 217 BCE and had Margot Sponer as his father, had Tacy Kneale as a sibling, was depicted by the Diptych of Federico da Montefeltro and Battista Sforza, and died on September 1st, 1895 in Eeklo, after the end of his work period on October 30th, 1821.",William Hamilton / Place of death / Eeklo,Eeklo,230,p,,
prompts_counterfactual,16,statement2,"William Hamilton, who was born in the year 217 BCE and had Margot Sponer as his father, had Tacy Kneale as a sibling, was depicted by the Diptych of Federico da Montefeltro and Battista Sforza, and died on September 1st, 1895 in Eeklo, after the end of his work period on October 30th, 1821.","William Hamilton / End of work period / October 30th, 1821","October 30th, 1821",273,p,,
prompts_counterfactual,17,statement0,"Chemist Nina Cronstedt, born on February 20th, 1923 in Oskemen and sister of Suzanne Elrod, worked in the field of chemistry and was employed at the University of Siena, until her death in Vorhelm.",Nina Cronstedt / Occupation / chemist,chemist,1,p,,
prompts_counterfactual,17,statement3,"Chemist Nina Cronstedt, born on February 20th, 1923 in Oskemen and sister of Suzanne Elrod, worked in the field of chemistry and was employed at the University of Siena, until her death in Vorhelm.","Nina Cronstedt / Date of birth / February 20th, 1923","February 20th, 1923",33,p,,
prompts_counterfactual,17,statement6,"Chemist Nina Cronstedt, born on February 20th, 1923 in Oskemen and sister of Suzanne Elrod, worked in the field of chemistry and was employed at the University of Siena, until her death in Vorhelm.",Nina Cronstedt / Place of birth / Oskemen,Oskemen,56,p,,
prompts_counterfactual,17,statement5,"Chemist Nina Cronstedt, born on February 20th, 1923 in Oskemen and sister of Suzanne Elrod, worked in the field of chemistry and was employed at the University of Siena, until her death in Vorhelm.",Nina Cronstedt / Sibling / Suzanne Elrod,Suzanne Elrod,78,p,,
prompts_counterfactual,17,statement1,"Chemist Nina Cronstedt, born on February 20th, 1923 in Oskemen and sister of Suzanne Elrod, worked in the field of chemistry and was employed at the University of Siena, until her death in Vorhelm.",Nina Cronstedt / Field of work / chemistry,chemistry,116,p,,
prompts_counterfactual,17,statement2,"Chemist Nina Cronstedt, born on February 20th, 1923 in Oskemen and sister of Suzanne Elrod, worked in the field of chemistry and was employed at the University of Siena, until her death in Vorhelm.",Nina Cronstedt / Employer / University of Siena,University of Siena,150,p,,
prompts_counterfactual,17,statement4,"Chemist Nina Cronstedt, born on February 20th, 1923 in Oskemen and sister of Suzanne Elrod, worked in the field of chemistry and was employed at the University of Siena, until her death in Vorhelm.",Nina Cronstedt / Place of death / Vorhelm,Vorhelm,190,p,,
prompts_counterfactual,18,statement3,"Claudius, a Mushir who was born in Stone Mountain in 1646, works in Cuatro Vientos as an Air Self-defense Official and is also part of American Jews, and is married to Kofi Annan.",Claudius / Military rank / Mushir,Mushir,13,p,,
prompts_counterfactual,18,statement5,"Claudius, a Mushir who was born in Stone Mountain in 1646, works in Cuatro Vientos as an Air Self-defense Official and is also part of American Jews, and is married to Kofi Annan.",Claudius / Place of birth / Stone Mountain,Stone Mountain,36,p,,
prompts_counterfactual,18,statement4,"Claudius, a Mushir who was born in Stone Mountain in 1646, works in Cuatro Vientos as an Air Self-defense Official and is also part of American Jews, and is married to Kofi Annan.",Claudius / Date of birth / 1646,1646,54,p,,
prompts_counterfactual,18,statement0,"Claudius, a Mushir who was born in Stone Mountain in 1646, works in Cuatro Vientos as an Air Self-defense Official and is also part of American Jews, and is married to Kofi Annan.",Claudius / Field of work / Cuatro Vientos,Cuatro Vientos,69,p,,
prompts_counterfactual,18,statement2,"Claudius, a Mushir who was born in Stone Mountain in 1646, works in Cuatro Vientos as an Air Self-defense Official and is also part of American Jews, and is married to Kofi Annan.",Claudius / Occupation / Air Self-defense Official,Air Self-defense Official,90,p,,
prompts_counterfactual,18,statement1,"Claudius, a Mushir who was born in Stone Mountain in 1646, works in Cuatro Vientos as an Air Self-defense Official and is also part of American Jews, and is married to Kofi Annan.",Claudius / Part of / American Jews,American Jews,136,p,,
prompts_counterfactual,18,statement6,"Claudius, a Mushir who was born in Stone Mountain in 1646, works in Cuatro Vientos as an Air Self-defense Official and is also part of American Jews, and is married to Kofi Annan.",Claudius / Spouse / Kofi Annan,Kofi Annan,169,p,,
prompts_counterfactual,19,statement3,"Margot Sponer, born on August 29th, 1913 in Trier, was a sprinter and association football player, weighing 62.0 kilograms, who participated in the 1992 Pan Arab Games and athletics at the 2012 Summer Olympics - women's 100 metres.","Margot Sponer / Date of birth / August 29th, 1913","August 29th, 1913",24,p,,
prompts_counterfactual,19,statement5,"Margot Sponer, born on August 29th, 1913 in Trier, was a sprinter and association football player, weighing 62.0 kilograms, who participated in the 1992 Pan Arab Games and athletics at the 2012 Summer Olympics - women's 100 metres.",Margot Sponer / Place of birth / Trier,Trier,45,p,,
prompts_counterfactual,19,statement2,"Margot Sponer, born on August 29th, 1913 in Trier, was a sprinter and association football player, weighing 62.0 kilograms, who participated in the 1992 Pan Arab Games and athletics at the 2012 Summer Olympics - women's 100 metres.",Margot Sponer / Occupation / sprinter,sprinter,58,p,,
prompts_counterfactual,19,statement4,"Margot Sponer, born on August 29th, 1913 in Trier, was a sprinter and association football player, weighing 62.0 kilograms, who participated in the 1992 Pan Arab Games and athletics at the 2012 Summer Olympics - women's 100 metres.",Margot Sponer / Sport / association football,association football,71,p,,
prompts_counterfactual,19,statement1,"Margot Sponer, born on August 29th, 1913 in Trier, was a sprinter and association football player, weighing 62.0 kilograms, who participated in the 1992 Pan Arab Games and athletics at the 2012 Summer Olympics - women's 100 metres.",Margot Sponer / Mass / 62.0 kilogram,62.0 kilogram,109,p,,
prompts_counterfactual,19,statement0,"Margot Sponer, born on August 29th, 1913 in Trier, was a sprinter and association football player, weighing 62.0 kilograms, who participated in the 1992 Pan Arab Games and athletics at the 2012 Summer Olympics - women's 100 metres.",Margot Sponer / Participant in / 1992 Pan Arab Games,1992 Pan Arab Games,149,p,,
prompts_counterfactual,19,statement6,"Margot Sponer, born on August 29th, 1913 in Trier, was a sprinter and association football player, weighing 62.0 kilograms, who participated in the 1992 Pan Arab Games and athletics at the 2012 Summer Olympics - women's 100 metres.",Margot Sponer / Participant in / athletics at the 2012 Summer Olympics – women's 100 metres,athletics at the 2012 Summer Olympics – women's 100 metres,#VALUE!,p,,
prompts_counterfactual,20,statement1,"Lǐ Rényǒu, a chemist, was the child of U Thant and Sandro Botticelli, was married to Emperor Renzong of Western Xia, worked in Cologne, was a member of the European Parliament and died on March 14th, 1947.",Lǐ Rényǒu / Occupation / chemist,chemist,14,p,,
prompts_counterfactual,20,statement0,"Lǐ Rényǒu, a chemist, was the child of U Thant and Sandro Botticelli, was married to Emperor Renzong of Western Xia, worked in Cologne, was a member of the European Parliament and died on March 14th, 1947.",Lǐ Rényǒu / Has mother / U Thant,U Thant,40,p,,
prompts_counterfactual,20,statement3,"Lǐ Rényǒu, a chemist, was the child of U Thant and Sandro Botticelli, was married to Emperor Renzong of Western Xia, worked in Cologne, was a member of the European Parliament and died on March 14th, 1947.",Lǐ Rényǒu / Has father / Sandro Botticelli,Sandro Botticelli,52,p,,
prompts_counterfactual,20,statement2,"Lǐ Rényǒu, a chemist, was the child of U Thant and Sandro Botticelli, was married to Emperor Renzong of Western Xia, worked in Cologne, was a member of the European Parliament and died on March 14th, 1947.",Lǐ Rényǒu / Spouse / Emperor Renzong of Western Xia,Emperor Renzong of Western Xia,86,p,,
prompts_counterfactual,20,statement4,"Lǐ Rényǒu, a chemist, was the child of U Thant and Sandro Botticelli, was married to Emperor Renzong of Western Xia, worked in Cologne, was a member of the European Parliament and died on March 14th, 1947.",Lǐ Rényǒu / Work location / Cologne,Cologne,128,p,,
prompts_counterfactual,20,statement6,"Lǐ Rényǒu, a chemist, was the child of U Thant and Sandro Botticelli, was married to Emperor Renzong of Western Xia, worked in Cologne, was a member of the European Parliament and died on March 14th, 1947.",Lǐ Rényǒu / Position held / member of the European Parliament,member of the European Parliament,143,p,,
prompts_counterfactual,20,statement5,"Lǐ Rényǒu, a chemist, was the child of U Thant and Sandro Botticelli, was married to Emperor Renzong of Western Xia, worked in Cologne, was a member of the European Parliament and died on March 14th, 1947.","Lǐ Rényǒu / Date of death / March 14th, 1947","March 14th, 1947",189,p,,
